report_date,geoid,short_name,full_name,cases,case_rate,new_cases,case_avg,deaths,mortality_rate,new_deaths,deaths_avg,case_fatality_rate
2020-04-22,17860,Columbia,"Columbia, MO Metro Area",113,0.6401722233237969,1,1.2857142857142858,1,0.005665240914369884,0,0,0.8849557522123894
2020-04-23,17860,Columbia,"Columbia, MO Metro Area",114,0.6458374642381667,1,1.1428571428571428,1,0.005665240914369884,0,0,0.8771929824561403
2020-04-24,17860,Columbia,"Columbia, MO Metro Area",117,0.6628331869812765,3,1.4285714285714286,1,0.005665240914369884,0,0,0.8547008547008548
2020-04-25,17860,Columbia,"Columbia, MO Metro Area",116,0.6571679460669065,-1,1.2857142857142858,1,0.005665240914369884,0,0,0.8620689655172413
2020-04-26,17860,Columbia,"Columbia, MO Metro Area",116,0.6571679460669065,0,1.1428571428571428,1,0.005665240914369884,0,0,0.8620689655172413
2020-04-27,17860,Columbia,"Columbia, MO Metro Area",116,0.6571679460669065,0,1,1,0.005665240914369884,0,0,0.8620689655172413
2020-04-28,17860,Columbia,"Columbia, MO Metro Area",117,0.6628331869812765,1,0.7142857142857143,1,0.005665240914369884,0,0,0.8547008547008548
2020-04-29,17860,Columbia,"Columbia, MO Metro Area",117,0.6628331869812765,0,0.5714285714285714,1,0.005665240914369884,0,0,0.8547008547008548
2020-04-30,17860,Columbia,"Columbia, MO Metro Area",118,0.6684984278956462,1,0.5714285714285714,1,0.005665240914369884,0,0,0.847457627118644
2020-05-01,17860,Columbia,"Columbia, MO Metro Area",122,0.6911593915531258,4,0.7142857142857143,1,0.005665240914369884,0,0,0.819672131147541
2020-05-02,17860,Columbia,"Columbia, MO Metro Area",122,0.6911593915531258,0,0.8571428571428571,1,0.005665240914369884,0,0,0.819672131147541
2020-05-03,17860,Columbia,"Columbia, MO Metro Area",122,0.6911593915531258,0,0.8571428571428571,1,0.005665240914369884,0,0,0.819672131147541
2020-05-04,17860,Columbia,"Columbia, MO Metro Area",117,0.6628331869812765,-5,0.14285714285714285,1,0.005665240914369884,0,0,0.8547008547008548
2020-05-05,17860,Columbia,"Columbia, MO Metro Area",117,0.6628331869812765,0,0,1,0.005665240914369884,0,0,0.8547008547008548
2020-05-06,17860,Columbia,"Columbia, MO Metro Area",118,0.6684984278956462,1,0.14285714285714285,1,0.005665240914369884,0,0,0.847457627118644
2020-05-07,17860,Columbia,"Columbia, MO Metro Area",118,0.6684984278956462,0,0,1,0.005665240914369884,0,0,0.847457627118644
2020-05-08,17860,Columbia,"Columbia, MO Metro Area",119,0.6741636688100161,1,-0.42857142857142855,1,0.005665240914369884,0,0,0.8403361344537815
2020-05-09,17860,Columbia,"Columbia, MO Metro Area",119,0.6741636688100161,0,-0.42857142857142855,1,0.005665240914369884,0,0,0.8403361344537815
2020-05-10,17860,Columbia,"Columbia, MO Metro Area",122,0.6911593915531258,3,0,1,0.005665240914369884,0,0,0.819672131147541
2020-05-11,17860,Columbia,"Columbia, MO Metro Area",122,0.6911593915531258,0,0.7142857142857143,1,0.005665240914369884,0,0,0.819672131147541
2020-05-12,17860,Columbia,"Columbia, MO Metro Area",121,0.685494150638756,-1,0.5714285714285714,1,0.005665240914369884,0,0,0.8264462809917356
2020-05-13,17860,Columbia,"Columbia, MO Metro Area",121,0.685494150638756,0,0.42857142857142855,1,0.005665240914369884,0,0,0.8264462809917356
2020-05-14,17860,Columbia,"Columbia, MO Metro Area",121,0.685494150638756,0,0.42857142857142855,1,0.005665240914369884,0,0,0.8264462809917356
2020-05-15,17860,Columbia,"Columbia, MO Metro Area",121,0.685494150638756,0,0.2857142857142857,1,0.005665240914369884,0,0,0.8264462809917356
2020-05-16,17860,Columbia,"Columbia, MO Metro Area",121,0.685494150638756,0,0.2857142857142857,1,0.005665240914369884,0,0,0.8264462809917356
2020-05-17,17860,Columbia,"Columbia, MO Metro Area",125,0.7081551142962355,4,0.42857142857142855,1,0.005665240914369884,0,0,0.8
2020-05-18,17860,Columbia,"Columbia, MO Metro Area",126,0.7138203552106053,1,0.5714285714285714,1,0.005665240914369884,0,0,0.7936507936507936
2020-05-19,17860,Columbia,"Columbia, MO Metro Area",132,0.7478118006968246,6,1.5714285714285714,1,0.005665240914369884,0,0,0.7575757575757576
2020-05-20,17860,Columbia,"Columbia, MO Metro Area",144,0.8157946916692632,12,3.2857142857142856,1,0.005665240914369884,0,0,0.6944444444444444
2020-05-21,17860,Columbia,"Columbia, MO Metro Area",148,0.8384556553267427,4,3.857142857142857,1,0.005665240914369884,0,0,0.6756756756756757
2020-05-22,17860,Columbia,"Columbia, MO Metro Area",158,0.8951080644704416,10,5.285714285714286,1,0.005665240914369884,0,0,0.6329113924050633
2020-05-23,17860,Columbia,"Columbia, MO Metro Area",167,0.9460952326997706,9,6.571428571428571,1,0.005665240914369884,0,0,0.5988023952095809
2020-05-24,17860,Columbia,"Columbia, MO Metro Area",193,1.0933914964733875,26,9.714285714285714,1,0.005665240914369884,0,0,0.5181347150259068
2020-05-25,17860,Columbia,"Columbia, MO Metro Area",203,1.1500439056170864,10,11,1,0.005665240914369884,0,0,0.49261083743842365
2020-05-26,17860,Columbia,"Columbia, MO Metro Area",205,1.161374387445826,2,10.428571428571429,1,0.005665240914369884,0,0,0.4878048780487805
2020-05-27,17860,Columbia,"Columbia, MO Metro Area",219,1.2406877602470046,14,10.714285714285714,1,0.005665240914369884,0,0,0.45662100456621
2020-05-28,17860,Columbia,"Columbia, MO Metro Area",229,1.2973401693907034,10,11.571428571428571,1,0.005665240914369884,0,0,0.43668122270742354
2020-05-29,17860,Columbia,"Columbia, MO Metro Area",238,1.3483273376200322,9,11.428571428571429,1,0.005665240914369884,0,0,0.42016806722689076
2020-05-30,17860,Columbia,"Columbia, MO Metro Area",244,1.3823187831062516,6,11,1,0.005665240914369884,0,0,0.4098360655737705
2020-05-31,17860,Columbia,"Columbia, MO Metro Area",256,1.4503016740786903,12,9,1,0.005665240914369884,0,0,0.390625
2020-06-01,17860,Columbia,"Columbia, MO Metro Area",260,1.4729626377361698,4,8.142857142857142,1,0.005665240914369884,0,0,0.38461538461538464
2020-06-02,17860,Columbia,"Columbia, MO Metro Area",266,1.506954083222389,6,8.714285714285714,2,0.011330481828739768,1,0.14285714285714285,0.7518796992481203
2020-06-03,17860,Columbia,"Columbia, MO Metro Area",275,1.557941251451718,9,8,2,0.011330481828739768,0,0.14285714285714285,0.7272727272727273
2020-06-04,17860,Columbia,"Columbia, MO Metro Area",287,1.6259241424241566,12,8.285714285714286,3,0.01699572274310965,1,0.2857142857142857,1.0452961672473868
2020-06-05,17860,Columbia,"Columbia, MO Metro Area",303,1.7165679970540748,16,9.285714285714286,3,0.01699572274310965,0,0.2857142857142857,0.9900990099009901
2020-06-06,17860,Columbia,"Columbia, MO Metro Area",311,1.7618899243690338,8,9.571428571428571,3,0.01699572274310965,0,0.2857142857142857,0.964630225080386
2020-06-07,17860,Columbia,"Columbia, MO Metro Area",322,1.8242075744271025,11,9.428571428571429,3,0.01699572274310965,0,0.2857142857142857,0.9316770186335404
2020-06-08,17860,Columbia,"Columbia, MO Metro Area",332,1.8808599835708013,10,10.285714285714286,2,0.011330481828739768,-1,0.14285714285714285,0.6024096385542169
2020-06-09,17860,Columbia,"Columbia, MO Metro Area",333,1.8865252244851711,1,9.571428571428571,3,0.01699572274310965,1,0.14285714285714285,0.9009009009009009
2020-06-10,17860,Columbia,"Columbia, MO Metro Area",338,1.9148514290570207,5,9,2,0.011330481828739768,-1,0,0.591715976331361
2020-06-11,17860,Columbia,"Columbia, MO Metro Area",343,1.94317763362887,5,8,2,0.011330481828739768,0,-0.14285714285714285,0.5830903790087464
2020-06-12,17860,Columbia,"Columbia, MO Metro Area",348,1.9715038382007197,5,6.428571428571429,3,0.01699572274310965,1,0,0.8620689655172413
2020-06-13,17860,Columbia,"Columbia, MO Metro Area",352,1.9941648018581988,4,5.857142857142857,3,0.01699572274310965,0,0,0.8522727272727272
2020-06-14,17860,Columbia,"Columbia, MO Metro Area",352,1.9941648018581988,0,4.285714285714286,3,0.01699572274310965,0,0,0.8522727272727272
2020-06-15,17860,Columbia,"Columbia, MO Metro Area",360,2.039486729173158,8,4,3,0.01699572274310965,0,0.14285714285714285,0.8333333333333334
2020-06-16,17860,Columbia,"Columbia, MO Metro Area",361,2.045151970087528,1,4,3,0.01699572274310965,0,0,0.8310249307479225
2020-06-17,17860,Columbia,"Columbia, MO Metro Area",369,2.0904738974024872,8,4.428571428571429,3,0.01699572274310965,0,0.14285714285714285,0.8130081300813009
2020-06-18,17860,Columbia,"Columbia, MO Metro Area",376,2.1301305838030764,7,4.714285714285714,3,0.01699572274310965,0,0.14285714285714285,0.7978723404255319
2020-06-19,17860,Columbia,"Columbia, MO Metro Area",406,2.3000878112341727,30,8.285714285714286,3,0.01699572274310965,0,0,0.7389162561576355
2020-06-20,17860,Columbia,"Columbia, MO Metro Area",418,2.3680707022066114,12,9.428571428571429,3,0.01699572274310965,0,0,0.7177033492822966
2020-06-21,17860,Columbia,"Columbia, MO Metro Area",419,2.3737359431209812,1,9.571428571428571,3,0.01699572274310965,0,0,0.7159904534606205
2020-06-22,17860,Columbia,"Columbia, MO Metro Area",430,2.4360535931790497,11,10,3,0.01699572274310965,0,0,0.6976744186046512
2020-06-23,17860,Columbia,"Columbia, MO Metro Area",447,2.5323626887233384,17,12.285714285714286,3,0.01699572274310965,0,0,0.6711409395973155
2020-06-24,17860,Columbia,"Columbia, MO Metro Area",455,2.577684616038297,8,12.285714285714286,3,0.01699572274310965,0,0,0.6593406593406593
2020-06-25,17860,Columbia,"Columbia, MO Metro Area",487,2.7589723252981333,32,15.857142857142858,3,0.01699572274310965,0,0,0.6160164271047228
2020-06-26,17860,Columbia,"Columbia, MO Metro Area",504,2.855281420842421,17,14,3,0.01699572274310965,0,0,0.5952380952380952
2020-06-27,17860,Columbia,"Columbia, MO Metro Area",511,2.8949381072430107,7,13.285714285714286,3,0.01699572274310965,0,0,0.5870841487279843
2020-06-28,17860,Columbia,"Columbia, MO Metro Area",522,2.957255757301079,11,14.714285714285714,3,0.01699572274310965,0,0,0.5747126436781609
2020-06-29,17860,Columbia,"Columbia, MO Metro Area",523,2.962920998215449,1,13.285714285714286,3,0.01699572274310965,0,0,0.5736137667304015
2020-06-30,17860,Columbia,"Columbia, MO Metro Area",548,3.104552021074696,25,14.428571428571429,3,0.01699572274310965,0,0,0.5474452554744526
2020-07-01,17860,Columbia,"Columbia, MO Metro Area",559,3.166869671132765,11,14.857142857142858,3,0.01699572274310965,0,0,0.5366726296958855
2020-07-02,17860,Columbia,"Columbia, MO Metro Area",601,3.4048097895363,42,16.285714285714285,3,0.01699572274310965,0,0,0.49916805324459235
2020-07-03,17860,Columbia,"Columbia, MO Metro Area",636,3.603093221539246,35,18.857142857142858,3,0.01699572274310965,0,0,0.4716981132075472
2020-07-04,17860,Columbia,"Columbia, MO Metro Area",654,3.705067557997904,18,20.428571428571427,3,0.01699572274310965,0,0,0.45871559633027525
2020-07-05,17860,Columbia,"Columbia, MO Metro Area",674,3.8183723762853017,20,21.714285714285715,3,0.01699572274310965,0,0,0.44510385756676557
2020-07-06,17860,Columbia,"Columbia, MO Metro Area",690,3.9090162309152197,16,23.857142857142858,3,0.01699572274310965,0,0,0.43478260869565216
2020-07-07,17860,Columbia,"Columbia, MO Metro Area",727,4.118630144746906,37,25.571428571428573,3,0.01699572274310965,0,0,0.41265474552957354
2020-07-08,17860,Columbia,"Columbia, MO Metro Area",781,4.424553154122879,54,31.714285714285715,3,0.01699572274310965,0,0,0.3841229193341869
2020-07-09,17860,Columbia,"Columbia, MO Metro Area",825,4.673823754355154,44,32,3,0.01699572274310965,0,0,0.36363636363636365
2020-07-10,17860,Columbia,"Columbia, MO Metro Area",862,4.883437668186839,37,32.285714285714285,3,0.01699572274310965,0,0,0.34802784222737815
2020-07-11,17860,Columbia,"Columbia, MO Metro Area",918,5.200691159391553,56,37.714285714285715,3,0.01699572274310965,0,0,0.32679738562091504
2020-07-12,17860,Columbia,"Columbia, MO Metro Area",950,5.381978868651389,32,39.42857142857143,3,0.01699572274310965,0,0,0.3157894736842105
2020-07-13,17860,Columbia,"Columbia, MO Metro Area",956,5.415970314137608,6,38,4,0.022660963657479535,1,0.14285714285714285,0.41841004184100417
2020-07-14,17860,Columbia,"Columbia, MO Metro Area",976,5.529275132425006,20,35.57142857142857,4,0.022660963657479535,0,0.14285714285714285,0.4098360655737705
2020-07-15,17860,Columbia,"Columbia, MO Metro Area",1004,5.687901878027363,28,31.857142857142858,4,0.022660963657479535,0,0.14285714285714285,0.398406374501992
2020-07-16,17860,Columbia,"Columbia, MO Metro Area",1026,5.812537178143501,22,28.714285714285715,4,0.022660963657479535,0,0.14285714285714285,0.3898635477582846
2020-01-24,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-25,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-26,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-27,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-28,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-29,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-30,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-31,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-01,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-02,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-03,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-04,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-05,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-06,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-07,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-08,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-09,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-10,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-11,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-12,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-13,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-14,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-15,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-16,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-17,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-18,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-19,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-20,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-21,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-22,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-23,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-24,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-25,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-26,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-27,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-28,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-29,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-01,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-02,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-03,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-04,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-05,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-06,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-07,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-08,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-09,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-10,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-11,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-12,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-13,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-14,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-15,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-16,27620,Jefferson City,"Jefferson City, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-17,27620,Jefferson City,"Jefferson City, MO Metro Area",1,0.00661563804521127,1,0.14285714285714285,0,0,0,0,0
2020-03-18,27620,Jefferson City,"Jefferson City, MO Metro Area",2,0.01323127609042254,1,0.2857142857142857,0,0,0,0,0
2020-03-19,27620,Jefferson City,"Jefferson City, MO Metro Area",2,0.01323127609042254,0,0.2857142857142857,0,0,0,0,0
2020-03-20,27620,Jefferson City,"Jefferson City, MO Metro Area",3,0.01984691413563381,1,0.42857142857142855,0,0,0,0,0
2020-03-21,27620,Jefferson City,"Jefferson City, MO Metro Area",3,0.01984691413563381,0,0.42857142857142855,0,0,0,0,0
2020-03-22,27620,Jefferson City,"Jefferson City, MO Metro Area",3,0.01984691413563381,0,0.42857142857142855,0,0,0,0,0
2020-03-23,27620,Jefferson City,"Jefferson City, MO Metro Area",7,0.04630946631647889,4,1,0,0,0,0,0
2020-03-24,27620,Jefferson City,"Jefferson City, MO Metro Area",8,0.05292510436169016,1,1,0,0,0,0,0
2020-03-25,27620,Jefferson City,"Jefferson City, MO Metro Area",10,0.06615638045211271,2,1.1428571428571428,0,0,0,0,0
2020-03-26,27620,Jefferson City,"Jefferson City, MO Metro Area",12,0.07938765654253524,2,1.4285714285714286,0,0,0,0,0
2020-03-27,27620,Jefferson City,"Jefferson City, MO Metro Area",15,0.09923457067816906,3,1.7142857142857142,0,0,0,0,0
2020-03-28,27620,Jefferson City,"Jefferson City, MO Metro Area",26,0.17200658917549302,11,3.2857142857142856,0,0,0,0,0
2020-03-29,27620,Jefferson City,"Jefferson City, MO Metro Area",29,0.19185350331112686,3,3.7142857142857144,0,0,0,0,0
2020-03-30,27620,Jefferson City,"Jefferson City, MO Metro Area",41,0.2712411598536621,12,4.857142857142857,0,0,0,0,0
2020-03-31,27620,Jefferson City,"Jefferson City, MO Metro Area",40,0.26462552180845084,-1,4.571428571428571,0,0,0,0,0
2020-04-01,27620,Jefferson City,"Jefferson City, MO Metro Area",45,0.2977037120345072,5,5,0,0,0,0,0
2020-04-02,27620,Jefferson City,"Jefferson City, MO Metro Area",47,0.3109349881249297,2,5,0,0,0,0,0
2020-04-03,27620,Jefferson City,"Jefferson City, MO Metro Area",48,0.31755062617014096,1,4.714285714285714,1,0.00661563804521127,1,0.14285714285714285,2.083333333333333
2020-04-04,27620,Jefferson City,"Jefferson City, MO Metro Area",50,0.33078190226056353,2,3.4285714285714284,1,0.00661563804521127,0,0.14285714285714285,2
2020-04-05,27620,Jefferson City,"Jefferson City, MO Metro Area",56,0.37047573053183114,6,3.857142857142857,1,0.00661563804521127,0,0.14285714285714285,1.7857142857142856
2020-04-06,27620,Jefferson City,"Jefferson City, MO Metro Area",56,0.37047573053183114,0,2.142857142857143,2,0.01323127609042254,1,0.2857142857142857,3.571428571428571
2020-04-07,27620,Jefferson City,"Jefferson City, MO Metro Area",59,0.3903226446674649,3,2.7142857142857144,2,0.01323127609042254,0,0.2857142857142857,3.389830508474576
2020-04-08,27620,Jefferson City,"Jefferson City, MO Metro Area",63,0.41678519684831006,4,2.5714285714285716,2,0.01323127609042254,0,0.2857142857142857,3.1746031746031744
2020-04-09,27620,Jefferson City,"Jefferson City, MO Metro Area",62,0.4101695588030988,-1,2.142857142857143,2,0.01323127609042254,0,0.2857142857142857,3.225806451612903
2020-04-10,27620,Jefferson City,"Jefferson City, MO Metro Area",63,0.41678519684831006,1,2.142857142857143,2,0.01323127609042254,0,0.14285714285714285,3.1746031746031744
2020-04-11,27620,Jefferson City,"Jefferson City, MO Metro Area",63,0.41678519684831006,0,1.8571428571428572,2,0.01323127609042254,0,0.14285714285714285,3.1746031746031744
2020-04-12,27620,Jefferson City,"Jefferson City, MO Metro Area",63,0.41678519684831006,0,1,2,0.01323127609042254,0,0.14285714285714285,3.1746031746031744
2020-04-13,27620,Jefferson City,"Jefferson City, MO Metro Area",64,0.42340083489352126,1,1.1428571428571428,2,0.01323127609042254,0,0,3.125
2020-04-14,27620,Jefferson City,"Jefferson City, MO Metro Area",66,0.43663211098394383,2,1,2,0.01323127609042254,0,0,3.0303030303030303
2020-04-15,27620,Jefferson City,"Jefferson City, MO Metro Area",71,0.46971030121000024,5,1.1428571428571428,2,0.01323127609042254,0,0,2.8169014084507045
2020-04-16,27620,Jefferson City,"Jefferson City, MO Metro Area",77,0.5094041294812678,6,2.142857142857143,2,0.01323127609042254,0,0,2.5974025974025974
2020-04-17,27620,Jefferson City,"Jefferson City, MO Metro Area",82,0.5424823197073242,5,2.7142857142857144,2,0.01323127609042254,0,0,2.4390243902439024
2020-04-18,27620,Jefferson City,"Jefferson City, MO Metro Area",87,0.5755605099333805,5,3.4285714285714284,2,0.01323127609042254,0,0,2.2988505747126435
2020-04-19,27620,Jefferson City,"Jefferson City, MO Metro Area",97,0.6417168903854933,10,4.857142857142857,2,0.01323127609042254,0,0,2.0618556701030926
2020-04-20,27620,Jefferson City,"Jefferson City, MO Metro Area",92,0.6086387001594368,-5,4,2,0.01323127609042254,0,0,2.1739130434782608
2020-04-21,27620,Jefferson City,"Jefferson City, MO Metro Area",97,0.6417168903854933,5,4.428571428571429,2,0.01323127609042254,0,0,2.0618556701030926
2020-04-22,27620,Jefferson City,"Jefferson City, MO Metro Area",103,0.6814107186567608,6,4.571428571428571,2,0.01323127609042254,0,0,1.9417475728155338
2020-04-23,27620,Jefferson City,"Jefferson City, MO Metro Area",106,0.7012576327923947,3,4.142857142857143,2,0.01323127609042254,0,0,1.8867924528301887
2020-04-24,27620,Jefferson City,"Jefferson City, MO Metro Area",110,0.7277201849732396,4,4,2,0.01323127609042254,0,0,1.8181818181818181
2020-04-25,27620,Jefferson City,"Jefferson City, MO Metro Area",112,0.7409514610636623,2,3.5714285714285716,2,0.01323127609042254,0,0,1.7857142857142856
2020-04-26,27620,Jefferson City,"Jefferson City, MO Metro Area",115,0.7607983751992962,3,2.5714285714285716,2,0.01323127609042254,0,0,1.7391304347826086
2020-04-27,27620,Jefferson City,"Jefferson City, MO Metro Area",116,0.7674140132445074,1,3.4285714285714284,2,0.01323127609042254,0,0,1.7241379310344827
2020-04-28,27620,Jefferson City,"Jefferson City, MO Metro Area",117,0.7740296512897187,1,2.857142857142857,2,0.01323127609042254,0,0,1.7094017094017095
2020-04-29,27620,Jefferson City,"Jefferson City, MO Metro Area",116,0.7674140132445074,-1,1.8571428571428572,2,0.01323127609042254,0,0,1.7241379310344827
2020-04-30,27620,Jefferson City,"Jefferson City, MO Metro Area",117,0.7740296512897187,1,1.5714285714285714,2,0.01323127609042254,0,0,1.7094017094017095
2020-05-01,27620,Jefferson City,"Jefferson City, MO Metro Area",119,0.7872609273801411,2,1.2857142857142858,2,0.01323127609042254,0,0,1.680672268907563
2020-05-02,27620,Jefferson City,"Jefferson City, MO Metro Area",122,0.807107841515775,3,1.4285714285714286,2,0.01323127609042254,0,0,1.639344262295082
2020-05-03,27620,Jefferson City,"Jefferson City, MO Metro Area",124,0.8203391176061976,2,1.2857142857142858,2,0.01323127609042254,0,0,1.6129032258064515
2020-05-04,27620,Jefferson City,"Jefferson City, MO Metro Area",124,0.8203391176061976,0,1.1428571428571428,2,0.01323127609042254,0,0,1.6129032258064515
2020-05-05,27620,Jefferson City,"Jefferson City, MO Metro Area",122,0.807107841515775,-2,0.7142857142857143,2,0.01323127609042254,0,0,1.639344262295082
2020-05-06,27620,Jefferson City,"Jefferson City, MO Metro Area",123,0.8137234795609862,1,1,2,0.01323127609042254,0,0,1.6260162601626018
2020-05-07,27620,Jefferson City,"Jefferson City, MO Metro Area",126,0.8335703936966201,3,1.2857142857142858,2,0.01323127609042254,0,0,1.5873015873015872
2020-05-08,27620,Jefferson City,"Jefferson City, MO Metro Area",125,0.8269547556514089,-1,0.8571428571428571,2,0.01323127609042254,0,0,1.6
2020-05-09,27620,Jefferson City,"Jefferson City, MO Metro Area",126,0.8335703936966201,1,0.5714285714285714,2,0.01323127609042254,0,0,1.5873015873015872
2020-05-10,27620,Jefferson City,"Jefferson City, MO Metro Area",128,0.8468016697870425,2,0.5714285714285714,2,0.01323127609042254,0,0,1.5625
2020-05-11,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,-1,0.42857142857142855,2,0.01323127609042254,0,0,1.574803149606299
2020-05-12,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0.7142857142857143,2,0.01323127609042254,0,0,1.574803149606299
2020-05-13,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0.5714285714285714,2,0.01323127609042254,0,0,1.574803149606299
2020-05-14,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0.14285714285714285,2,0.01323127609042254,0,0,1.574803149606299
2020-05-15,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0.2857142857142857,2,0.01323127609042254,0,0,1.574803149606299
2020-05-16,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0.14285714285714285,3,0.01984691413563381,1,0.14285714285714285,2.3622047244094486
2020-05-17,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,-0.14285714285714285,3,0.01984691413563381,0,0.14285714285714285,2.3622047244094486
2020-05-18,27620,Jefferson City,"Jefferson City, MO Metro Area",128,0.8468016697870425,1,0.14285714285714285,3,0.01984691413563381,0,0.14285714285714285,2.34375
